doi,best_oa_evidence,best_oa_host,best_oa_license,best_oa_url,best_oa_url_is_pdf,best_oa_version,data_standard,doi_url,genre,is_oa,is_paratext,journal_is_in_doaj,journal_is_oa,journal_issn_l,journal_issns,journal_name,oa_status,published_date,publisher
10.1051/parasite/1995023315,open (via free pdf),publisher,,https://www.parasite-journal.org/articles/parasite/pdf/1995/04/parasite1995023p315.pdf,True,publishedVersion,2,https://doi.org/10.1051/parasite/1995023315,journal-article,True,False,False,False,1252-607X,"1252-607X,1776-1042",Parasite,bronze,1995-09-01,EDP Sciences
10.1111/j.1365-2028.1991.tb00998.x,,,,,False,,2,https://doi.org/10.1111/j.1365-2028.1991.tb00998.x,journal-article,False,False,False,False,0141-6707,"0141-6707,1365-2028",African Journal of Ecology,closed,1991-06-01,Wiley
NA,,,,,False,,1,https://doi.org/NA,,False,False,False,False,,,,,,
10.1016/0007-1935(89)90079-1,,,,,False,,2,https://doi.org/10.1016/0007-1935(89)90079-1,journal-article,False,False,False,False,0007-1935,0007-1935,British Veterinary Journal,closed,1989-05-01,Elsevier BV
10.3398/1527-0904(2006)66[456:ssotis]2.0.co;2,oa repository (via OAI-PMH title and first author match),repository,,https://scholarsarchive.byu.edu/cgi/viewcontent.cgi?article=2020&context=wnan,True,publishedVersion,2,https://doi.org/10.3398/1527-0904(2006)66[456:ssotis]2.0.co;2,journal-article,True,False,False,False,1944-8341,1527-0904,Western North American Naturalist,green,2006-10-01,Western North American Naturalist
10.1007/s10764-008-9329-7,,,,,False,,2,https://doi.org/10.1007/s10764-008-9329-7,journal-article,False,False,False,False,0164-0291,"0164-0291,1573-8604",International Journal of Primatology,closed,2009-01-20,Springer Science and Business Media LLC
10.1007/s10344-006-0036-4,,,,,False,,2,https://doi.org/10.1007/s10344-006-0036-4,journal-article,False,False,False,False,1439-0574,"1612-4642,1439-0574",European Journal of Wildlife Research,closed,2006-03-28,Springer Science and Business Media LLC
10.1007/s10344-008-0247-y,,,,,False,,2,https://doi.org/10.1007/s10344-008-0247-y,journal-article,False,False,False,False,1439-0574,"1612-4642,1439-0574",European Journal of Wildlife Research,closed,2009-01-08,Springer Science and Business Media LLC
10.1139/z01-080,,,,,False,,2,https://doi.org/10.1139/z01-080,journal-article,False,False,False,False,0008-4301,"0008-4301,1480-3283",Canadian Journal of Zoology,closed,2001-07-01,Canadian Science Publishing
10.7589/0090-3558-33.2.242,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-33.2.242,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-33.2.242,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1997-04-01,Wildlife Disease Association
10.7589/0090-3558-37.1.133,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-37/issue-1/0090-3558-37.1.133/RABIES-AND-CANINE-DISTEMPER-IN-AN-ARCTIC-FOX-POPULATION-IN/10.7589/0090-3558-37.1.133.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-37.1.133,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2001-01-01,Wildlife Disease Association
10.1016/j.jcpa.2008.01.003,oa repository (via OAI-PMH title and first author match),repository,cc-by-nc-sa,http://ria.asturias.es/RIA/bitstream/123456789/2562/1/Archivo.pdf,True,publishedVersion,2,https://doi.org/10.1016/j.jcpa.2008.01.003,journal-article,True,False,False,False,0021-9975,0021-9975,Journal of Comparative Pathology,green,2008-05-01,Elsevier BV
10.1007/s12639-013-0273-x,oa repository (via OAI-PMH doi match),repository,,http://europepmc.org/articles/pmc4328009?pdf=render,True,publishedVersion,2,https://doi.org/10.1007/s12639-013-0273-x,journal-article,True,False,False,False,0971-7196,"0971-7196,0975-0703",Journal of Parasitic Diseases,green,2013-03-09,Springer Science and Business Media LLC
10.7589/0090-3558-36.3.562,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-36.3.562,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-36.3.562,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,2000-07-01,Wildlife Disease Association
10.1099/0022-1317-83-6-1325,open (via free article),publisher,,https://doi.org/10.1099/0022-1317-83-6-1325,True,publishedVersion,2,https://doi.org/10.1099/0022-1317-83-6-1325,journal-article,True,False,False,False,0022-1317,"0022-1317,1465-2099",Journal of General Virology,bronze,2002-06-01,Microbiology Society
10.1093/jmedent/29.6.1011,,,,,False,,2,https://doi.org/10.1093/jmedent/29.6.1011,journal-article,False,False,False,False,0022-2585,"1938-2928,0022-2585",Journal of Medical Entomology,closed,1992-11-01,Oxford University Press (OUP)
10.7589/0090-3558-23.1.34,,,,,False,,2,https://doi.org/10.7589/0090-3558-23.1.34,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1987-01-01,Wildlife Disease Association
10.7589/0090-3558-34.3.451,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-34.3.451,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-34.3.451,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1998-07-01,Wildlife Disease Association
10.1136/vr.113.6.134,,,,,False,,2,https://doi.org/10.1136/vr.113.6.134,journal-article,False,False,False,False,0042-4900,"0042-4900,2042-7670",Veterinary Record,closed,1983-08-06,Wiley
10.4102/koedoe.v19i1.1186,oa journal (via doaj),publisher,cc-by,https://koedoe.co.za/index.php/koedoe/article/download/1186/1539,True,publishedVersion,2,https://doi.org/10.4102/koedoe.v19i1.1186,journal-article,True,False,True,True,0075-6458,"2071-0771,0075-6458",Koedoe,gold,1976-08-15,AOSIS
10.1016/j.placenta.2019.05.008,,,,,False,,2,https://doi.org/10.1016/j.placenta.2019.05.008,journal-article,False,False,False,False,0143-4004,0143-4004,Placenta,closed,2019-07-01,Elsevier BV
10.7589/0090-3558-40.2.230,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-40/issue-2/0090-3558-40.2.230/DETECTION-OF-TT-VIRUS-AMONG-CHIMPANZEES-IN-THE-WILD-USING/10.7589/0090-3558-40.2.230.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-40.2.230,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2004-04-01,Wildlife Disease Association
10.1093/jmedent/33.6.946,,,,,False,,2,https://doi.org/10.1093/jmedent/33.6.946,journal-article,False,False,False,False,0022-2585,"1938-2928,0022-2585",Journal of Medical Entomology,closed,1996-11-01,Oxford University Press (OUP)
10.7589/0090-3558-26.4.538,,,,,False,,2,https://doi.org/10.7589/0090-3558-26.4.538,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1990-10-01,Wildlife Disease Association
10.1896/0898-6207.21.1.179,open (via free pdf),publisher,,https://bioone.org/journals/Primate-Conservation/volume-2006/issue-21/0898-6207.21.1.179/Chimpanzees-of-the-Budongo-Forest-Uganda/10.1896/0898-6207.21.1.179.pdf,True,publishedVersion,2,https://doi.org/10.1896/0898-6207.21.1.179,journal-article,True,False,False,False,0898-6207,0898-6207,Primate Conservation,bronze,2006-08-01,Conservation International
10.1645/ge-1126r.1,,,,,False,,2,https://doi.org/10.1645/ge-1126r.1,journal-article,False,False,False,False,0022-3395,"0022-3395,1937-2345",Journal of Parasitology,closed,2007-10-01,American Society of Parasitologists
10.1177/030098587601300401,open (via free pdf),publisher,,http://journals.sagepub.com/doi/pdf/10.1177/030098587601300401,True,publishedVersion,2,https://doi.org/10.1177/030098587601300401,journal-article,True,False,False,False,0300-9858,"0300-9858,1544-2217",Veterinary Pathology,bronze,1976-07-01,SAGE Publications
10.7589/0090-3558-35.4.796,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-35.4.796,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-35.4.796,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1999-10-01,Wildlife Disease Association
10.1017/s0950268899004008,oa repository (via pmcid lookup),repository,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2810945,True,publishedVersion,2,https://doi.org/10.1017/s0950268899004008,journal-article,True,False,False,False,0950-2688,"0950-2688,1469-4409",Epidemiology and Infection,green,2000-06-01,Cambridge University Press (CUP)
10.7589/0090-3558-36.4.752,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-36/issue-4/0090-3558-36.4.752/Toxoplasmic-Encephalitis-in-a-Free-ranging-Rocky-Mountain-Bighorn-Sheep/10.7589/0090-3558-36.4.752.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-36.4.752,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2000-10-01,Wildlife Disease Association
10.1136/vr.152.4.112,,,,,False,,2,https://doi.org/10.1136/vr.152.4.112,journal-article,False,False,False,False,0042-4900,0042-4900,Veterinary Record,closed,2003-01-01,Wiley
10.1017/s0022149x0002143x,,,,,False,,2,https://doi.org/10.1017/s0022149x0002143x,journal-article,False,False,False,False,0022-149X,"0022-149X,1475-2697",Journal of Helminthology,closed,1970-03-01,Cambridge University Press (CUP)
10.1080/mmy.38.3.249.253,open (via free pdf),publisher,,https://academic.oup.com/mmy/article-pdf/38/3/249/2974236/38-3-249.pdf,True,publishedVersion,2,https://doi.org/10.1080/mmy.38.3.249.253,journal-article,True,False,False,False,1369-3786,"1369-3786,1460-2709",Medical Mycology,bronze,2000-01-01,Oxford University Press (OUP)
NA,,,,,False,,1,https://doi.org/NA,,False,False,False,False,,,,,,
10.1136/vr.145.21.612,,,,,False,,2,https://doi.org/10.1136/vr.145.21.612,journal-article,False,False,False,False,0042-4900,0042-4900,Veterinary Record,closed,1999-11-01,Wiley
10.1051/parasite/1996031069,open (via free pdf),publisher,,https://www.parasite-journal.org/articles/parasite/pdf/1996/01/parasite1996031p69.pdf,True,publishedVersion,2,https://doi.org/10.1051/parasite/1996031069,journal-article,True,False,False,False,1252-607X,"1252-607X,1776-1042",Parasite,bronze,1996-03-01,EDP Sciences
10.1111/j.1749-6632.2000.tb05303.x,,,,,False,,2,https://doi.org/10.1111/j.1749-6632.2000.tb05303.x,journal-article,False,False,False,False,0077-8923,"0077-8923,1749-6632",Annals of the New York Academy of Sciences,closed,2006-01-25,Wiley
10.7589/0090-3558-44.2.451,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-44.2.451,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-44.2.451,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,2008-04-01,Wildlife Disease Association
10.1016/j.vetpar.2008.10.068,,,,,False,,2,https://doi.org/10.1016/j.vetpar.2008.10.068,journal-article,False,False,False,False,0304-4017,0304-4017,Veterinary Parasitology,closed,2009-02-01,Elsevier BV
10.7589/0090-3558-33.3.438,,,,,False,,2,https://doi.org/10.7589/0090-3558-33.3.438,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1997-07-01,Wildlife Disease Association
10.1017/s0031182000005667,,,,,False,,2,https://doi.org/10.1017/s0031182000005667,journal-article,False,False,False,False,0031-1820,"0031-1820,1469-8161",Parasitology,closed,1927-08-01,Cambridge University Press (CUP)
10.1007/s00436-006-0276-y,,,,,False,,2,https://doi.org/10.1007/s00436-006-0276-y,journal-article,False,False,False,False,0932-0113,"0932-0113,1432-1955",Parasitology Research,closed,2006-09-27,Springer Science and Business Media LLC
10.7589/0090-3558-45.1.57,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-45/issue-1/0090-3558-45.1.57/EVALUATION-OF-HEMATOLOGIC-VALUES-IN-FREE-RANGING-AFRICAN-BUFFALO-SYNCERUS/10.7589/0090-3558-45.1.57.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-45.1.57,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2009-01-01,Wildlife Disease Association
10.1590/s0074-02762002000400010,oa journal (via doaj),publisher,cc-by,http://www.scielo.br/pdf/mioc/v97n4/4387.pdf,True,publishedVersion,2,https://doi.org/10.1590/s0074-02762002000400010,journal-article,True,False,True,True,0074-0276,0074-0276,Memórias do Instituto Oswaldo Cruz,gold,2002-06-01,FapUNIFESP (SciELO)
10.1016/j.vetpar.2003.09.008,,,,,False,,2,https://doi.org/10.1016/j.vetpar.2003.09.008,journal-article,False,False,False,False,0304-4017,0304-4017,Veterinary Parasitology,closed,2003-12-01,Elsevier BV
10.1644/05-mamm-a-333r2.1,open (via free pdf),publisher,,https://academic.oup.com/jmammal/article-pdf/87/6/1132/2632989/87-6-1132.pdf,True,publishedVersion,2,https://doi.org/10.1644/05-mamm-a-333r2.1,journal-article,True,False,False,False,0022-2372,"0022-2372,1545-1542",Journal of Mammalogy,bronze,2006-12-01,Oxford University Press (OUP)
10.1089/vbz.2005.5.110,,,,,False,,2,https://doi.org/10.1089/vbz.2005.5.110,journal-article,False,False,False,False,1530-3667,"1530-3667,1557-7759",Vector-Borne and Zoonotic Diseases,closed,2005-06-01,Mary Ann Liebert Inc
10.7589/0090-3558-43.1.82,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-43.1.82,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-43.1.82,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,2007-01-01,Wildlife Disease Association
10.1002/ajpa.21627,oa repository (via OAI-PMH title and first author match),repository,,https://ntrs.nasa.gov/api/citations/20110015531/downloads/20110015531.pdf,True,submittedVersion,2,https://doi.org/10.1002/ajpa.21627,journal-article,True,False,False,False,0002-9483,0002-9483,American Journal of Physical Anthropology,green,2011-10-12,Wiley
10.7589/0090-3558-32.1.121,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-32.1.121,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-32.1.121,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1996-01-01,Wildlife Disease Association
10.7589/0090-3558-40.3.444,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-40/issue-3/0090-3558-40.3.444/WINTER-FAWN-SURVIVAL-IN-BLACK-TAILED-DEER-POPULATIONS-AFFECTED-BY/10.7589/0090-3558-40.3.444.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-40.3.444,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2004-07-01,Wildlife Disease Association
10.7589/0090-3558-32.1.121,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-32.1.121,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-32.1.121,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1996-01-01,Wildlife Disease Association
10.4102/ojvr.v72i2.210,oa journal (via doaj),publisher,cc-by,https://ojvr.org/index.php/ojvr/article/download/210/200,True,publishedVersion,2,https://doi.org/10.4102/ojvr.v72i2.210,journal-article,True,False,True,True,0030-2465,"2219-0635,0030-2465",Onderstepoort J Vet Res,gold,2005-09-17,AOSIS
10.2307/3284724,,,,,False,,2,https://doi.org/10.2307/3284724,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,1998-06-01,JSTOR
10.3406/jatba.1928.4036,,,,,False,,2,https://doi.org/10.3406/jatba.1928.4036,journal-article,False,False,False,False,0370-3681,0370-3681,Revue de botanique appliquée et d'agriculture coloniale,closed,1928-01-01,PERSEE Program
10.4269/ajtmh.2007.76.173,oa repository (via OAI-PMH title and first author match),repository,,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1401&context=icwdm_usdanwrc,True,publishedVersion,2,https://doi.org/10.4269/ajtmh.2007.76.173,journal-article,True,False,False,False,0002-9637,"0002-9637,1476-1645",The American Journal of Tropical Medicine and Hygiene,green,2007-01-01,American Society of Tropical Medicine and Hygiene
10.1139/f97-153,,,,,False,,2,https://doi.org/10.1139/f97-153,journal-article,False,False,False,False,0706-652X,"0706-652X,1205-7533",Canadian Journal of Fisheries and Aquatic Sciences,closed,1997-10-01,Canadian Science Publishing
10.1111/j.1699-0463.1999.tb01554.x,,,,,False,,2,https://doi.org/10.1111/j.1699-0463.1999.tb01554.x,journal-article,False,False,False,False,0903-4641,"0903-4641,1600-0463",APMIS,closed,1999-03-01,Wiley
10.7589/0090-3558-41.2.459,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-41/issue-2/0090-3558-41.2.459/Cilia-associated-Respiratory-CAR-Bacillus-Infection-in-Adult-Red-Deer/10.7589/0090-3558-41.2.459.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-41.2.459,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2005-04-01,Wildlife Disease Association
10.7589/0090-3558-26.1.50,,,,,False,,2,https://doi.org/10.7589/0090-3558-26.1.50,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1990-01-01,Wildlife Disease Association
